gene ID,gene name,Subject sequence ID,% of identical matches,Alignment length,Mistmatches,Gap openings,Start of alignment query,End of alignment query,Start of alignment subject ,End of alignment subject,E-value,Bit score,Protein annotations
gene27539,LOC106909384,sp|Q7Z392|TPC11_HUMAN,47.29,203,14,2,8506,9114,220,329,1.00E-38,159,Trafficking protein particle complex subunit 11 OS=Homo sapiens GN=TRAPPC11 PE=1 SV=2
gene2754,lpcat2,sp|Q7L5N7|PCAT2_HUMAN,92.86,42,3,0,7961,8086,313,354,4.00E-30,85.5,Lysophosphatidylcholine acyltransferase 2 OS=Homo sapiens GN=LPCAT2 PE=1 SV=1
gene27540,fezf1,sp|A0PJY2|FEZF1_HUMAN,43.01,279,114,17,698,1465,12,268,8.00E-40,156,Fez family zinc finger protein 1 OS=Homo sapiens GN=FEZF1 PE=1 SV=1
gene27542,xpnpep1,sp|Q9NQW7|XPP1_HUMAN,80,30,6,0,2714,2803,441,470,2.00E-30,53.5,Xaa-Pro aminopeptidase 1 OS=Homo sapiens GN=XPNPEP1 PE=1 SV=3
gene27543,LOC106909391,sp|Q8WTU2|SRB4D_HUMAN,47.57,103,54,0,1274,1582,471,573,3.00E-21,100,Scavenger receptor cysteine-rich domain-containing group B protein OS=Homo sapiens GN=SSC4D PE=2 SV=1
gene27544,LOC106909394,sp|Q9BSK2|S2533_HUMAN,63.16,190,44,1,7707,8276,155,318,3.00E-67,231,Solute carrier family 25 member 33 OS=Homo sapiens GN=SLC25A33 PE=1 SV=1
gene27545,LOC106909395,sp|Q96BD6|SPSB1_HUMAN,80.09,231,46,0,6266,6958,1,231,2.00E-127,402,SPRY domain-containing SOCS box protein 1 OS=Homo sapiens GN=SPSB1 PE=1 SV=1
gene27547,LOC106909396,sp|Q12879|NMDE1_HUMAN,97.37,76,2,0,50104,50331,594,669,8.00E-37,156,"Glutamate receptor ionotropic, NMDA 2A OS=Homo sapiens GN=GRIN2A PE=1 SV=1"
gene27548,LOC106909397,sp|Q8IUR5|TMTC1_HUMAN,68.97,58,18,0,1591,1764,183,240,3.00E-12,69.7,Transmembrane and TPR repeat-containing protein 1 OS=Homo sapiens GN=TMTC1 PE=1 SV=3
gene27549,LOC106909398,sp|O60486|PLXC1_HUMAN,40,35,21,0,9836,9940,446,480,9.00E-05,38.5,Plexin-C1 OS=Homo sapiens GN=PLXNC1 PE=1 SV=1
gene2755,LOC106910972,sp|P23975|SC6A2_HUMAN,74.07,81,20,1,4114,4353,135,215,9.00E-28,123,Sodium-dependent noradrenaline transporter OS=Homo sapiens GN=SLC6A2 PE=1 SV=1
gene27550,LOC106909399,sp|Q9Y530|OARD1_HUMAN,44.66,103,25,1,218,526,82,152,4.00E-21,89.4,O-acetyl-ADP-ribose deacetylase 1 OS=Homo sapiens GN=OARD1 PE=1 SV=2
gene27551,LOC106909400,sp|P20916|MAG_HUMAN,30,100,64,3,325,612,27,124,2.00E-06,52,Myelin-associated glycoprotein OS=Homo sapiens GN=MAG PE=1 SV=1
gene27552,LOC106909401,sp|P20916|MAG_HUMAN,24.51,102,69,2,907,1200,140,237,6.00E-06,35.4,Myelin-associated glycoprotein OS=Homo sapiens GN=MAG PE=1 SV=1
gene27555,LOC106909407,sp|Q8TCB6|O51E1_HUMAN,31.15,305,206,4,203,1111,6,308,8.00E-38,139,Olfactory receptor 51E1 OS=Homo sapiens GN=OR51E1 PE=2 SV=1
gene27556,LOC106909405,sp|O95221|OR5F1_HUMAN,32.01,303,198,6,4,897,4,303,1.00E-33,134,Olfactory receptor 5F1 OS=Homo sapiens GN=OR5F1 PE=2 SV=2
gene27557,LOC106909406,sp|O95221|OR5F1_HUMAN,31.35,303,201,5,60,956,4,303,4.00E-37,135,Olfactory receptor 5F1 OS=Homo sapiens GN=OR5F1 PE=2 SV=2
gene27558,LOC106909409,sp|Q9H346|O52D1_HUMAN,32.69,309,188,6,44,937,14,313,1.00E-40,144,Olfactory receptor 52D1 OS=Homo sapiens GN=OR52D1 PE=2 SV=1
gene27559,agpat3,sp|Q9NRZ7|PLCC_HUMAN,65.49,142,16,1,7782,8207,62,170,1.00E-50,185,1-acyl-sn-glycerol-3-phosphate acyltransferase gamma OS=Homo sapiens GN=AGPAT3 PE=1 SV=1
gene2756,slc12a4,sp|Q9UP95|S12A4_HUMAN,54.79,188,9,2,16678,17241,580,691,5.00E-47,187,Solute carrier family 12 member 4 OS=Homo sapiens GN=SLC12A4 PE=1 SV=2
gene27560,LOC106909410,sp|Q92673|SORL_HUMAN,82.5,40,7,0,16727,16846,1320,1359,3.00E-28,76.3,Sortilin-related receptor OS=Homo sapiens GN=SORL1 PE=1 SV=2
gene27561,LOC106909412,sp|O00370|LORF2_HUMAN,24.32,259,183,4,4625,5380,659,911,8.00E-14,78.2,LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens PE=1 SV=1
gene27563,ddx24,sp|Q9GZR7|DDX24_HUMAN,75,64,16,0,766,957,663,726,5.00E-26,103,ATP-dependent RNA helicase DDX24 OS=Homo sapiens GN=DDX24 PE=1 SV=1
gene27564,otub2,sp|Q96DC9|OTUB2_HUMAN,55.56,63,28,0,4680,4868,167,229,3.00E-15,77,Ubiquitin thioesterase OTUB2 OS=Homo sapiens GN=OTUB2 PE=1 SV=2
gene27566,LOC106909418,sp|Q96Q27|ASB2_HUMAN,44.3,158,88,0,6923,7396,303,460,6.00E-27,119,Ankyrin repeat and SOCS box protein 2 OS=Homo sapiens GN=ASB2 PE=1 SV=1
gene27567,fam181a,sp|Q8N9Y4|F181A_HUMAN,41.81,299,124,9,1085,1849,62,354,5.00E-49,175,Protein FAM181A OS=Homo sapiens GN=FAM181A PE=2 SV=3
gene27569,LOC106909421,sp|Q6UX41|BTNL8_HUMAN,33.33,90,57,2,4152,4415,28,116,2.00E-06,52.8,Butyrophilin-like protein 8 OS=Homo sapiens GN=BTNL8 PE=1 SV=1
gene2757,LOC106910994,sp|P16444|DPEP1_HUMAN,64,50,18,0,2257,2406,125,174,2.00E-13,75.5,Dipeptidase 1 OS=Homo sapiens GN=DPEP1 PE=1 SV=3
gene27572,LOC106909424,sp|A8MXD5|GRCR1_HUMAN,52.8,125,45,3,171,527,7,123,2.00E-18,84,Glutaredoxin domain-containing cysteine-rich protein 1 OS=Homo sapiens GN=GRXCR1 PE=1 SV=1
gene27573,LOC106909425,sp|Q9Y2Q0|AT8A1_HUMAN,79.07,43,9,0,32634,32762,198,240,2.00E-23,80.1,Phospholipid-transporting ATPase IA OS=Homo sapiens GN=ATP8A1 PE=1 SV=1
gene27574,LOC106909426,sp|P19367|HXK1_HUMAN,58.62,58,24,0,5334,5507,235,292,1.00E-15,83.2,Hexokinase-1 OS=Homo sapiens GN=HK1 PE=1 SV=3
gene27576,LOC106909428,sp|Q96Q89|KI20B_HUMAN,52.21,136,39,1,841,1248,373,482,6.00E-44,135,Kinesin-like protein KIF20B OS=Homo sapiens GN=KIF20B PE=1 SV=3
gene27577,LOC106909429,sp|Q8N608|DPP10_HUMAN,57.58,33,14,0,26574,26672,28,60,4.00E-08,43.9,Inactive dipeptidyl peptidase 10 OS=Homo sapiens GN=DPP10 PE=1 SV=2
gene27578,cops8,sp|Q969Q1|TRI63_HUMAN,53.35,328,136,5,11680,12636,5,324,3.00E-113,365,E3 ubiquitin-protein ligase TRIM63 OS=Homo sapiens GN=TRIM63 PE=1 SV=1
gene27579,LOC106909430,sp|Q969Q1|TRI63_HUMAN,53.35,328,136,5,415,1371,5,324,5.00E-123,365,E3 ubiquitin-protein ligase TRIM63 OS=Homo sapiens GN=TRIM63 PE=1 SV=1
gene2758,LOC106911010,sp|Q8N5L8|RP25L_HUMAN,49.32,148,62,3,1141,1578,2,138,1.00E-38,140,Ribonuclease P protein subunit p25-like protein OS=Homo sapiens GN=RPP25L PE=1 SV=1
gene27580,LOC106909432,sp|Q9Y5V3|MAGD1_HUMAN,28.99,69,49,0,449,655,331,399,2.00E-05,45.4,Melanoma-associated antigen D1 OS=Homo sapiens GN=MAGED1 PE=1 SV=3
gene27582,LOC106909433,sp|O60507|TPST1_HUMAN,78.55,289,52,3,188,1045,1,282,1.00E-169,477,Protein-tyrosine sulfotransferase 1 OS=Homo sapiens GN=TPST1 PE=2 SV=1
gene27583,LOC106909437,sp|Q7Z2Y8|GVIN1_HUMAN,38.99,1572,863,31,6648,11216,895,2419,1.00E-99,1091,Interferon-induced very large GTPase 1 OS=Homo sapiens GN=GVINP1 PE=2 SV=2
gene27584,tctn1,sp|Q2MV58|TECT1_HUMAN,30.11,186,59,3,9305,9862,374,488,4.00E-13,75.5,Tectonic-1 OS=Homo sapiens GN=TCTN1 PE=2 SV=2
gene27585,hvcn1,sp|Q96D96|HVCN1_HUMAN,43.51,154,55,1,8122,8583,125,246,1.00E-10,64.7,Voltage-gated hydrogen channel 1 OS=Homo sapiens GN=HVCN1 PE=1 SV=1
gene27588,atg10,sp|Q9H0Y0|ATG10_HUMAN,36.84,95,33,1,2381,2665,113,180,4.00E-12,67,Ubiquitin-like-conjugating enzyme ATG10 OS=Homo sapiens GN=ATG10 PE=1 SV=1
gene27589,fam110b,sp|Q8TC76|F110B_HUMAN,62.96,162,52,2,28440,28922,216,370,9.00E-52,189,Protein FAM110B OS=Homo sapiens GN=FAM110B PE=1 SV=1
gene2759,LOC106911022,sp|Q9BZC1|CELF4_HUMAN,65.52,116,23,6,382,699,4,112,2.00E-28,125,CUGBP Elav-like family member 4 OS=Homo sapiens GN=CELF4 PE=1 SV=1
gene27590,LOC106909440,sp|Q8TC76|F110B_HUMAN,60.98,41,15,1,1463,1585,1,40,4.00E-05,47,Protein FAM110B OS=Homo sapiens GN=FAM110B PE=1 SV=1
gene27591,LOC106909443,sp|Q92637|FCGRB_HUMAN,37.68,69,35,2,9,200,21,86,6.00E-05,44.7,High affinity immunoglobulin gamma Fc receptor IB OS=Homo sapiens GN=FCGR1B PE=2 SV=1
gene27592,LOC106909445,sp|Q92637|FCGRB_HUMAN,37.18,78,43,2,22145,22369,17,91,4.00E-05,49.7,High affinity immunoglobulin gamma Fc receptor IB OS=Homo sapiens GN=FCGR1B PE=2 SV=1
gene27593,LOC106909446,sp|Q9H4I2|ZHX3_HUMAN,57.99,169,46,3,10049,10522,298,452,2.00E-39,162,Zinc fingers and homeoboxes protein 3 OS=Homo sapiens GN=ZHX3 PE=1 SV=3
gene27594,plcg1,sp|P19174|PLCG1_HUMAN,82.14,84,15,0,18790,19041,962,1045,2.00E-64,150,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 OS=Homo sapiens GN=PLCG1 PE=1 SV=1"
gene27595,LOC106909449,sp|P22732|GTR5_HUMAN,50,60,30,0,4702,4881,430,489,3.00E-10,66.2,"Solute carrier family 2, facilitated glucose transporter member 5 OS=Homo sapiens GN=SLC2A5 PE=1 SV=1"
gene27596,LOC106909448,sp|Q9NRM0|GTR9_HUMAN,90.48,42,4,0,2,127,432,473,2.00E-14,80.1,"Solute carrier family 2, facilitated glucose transporter member 9 OS=Homo sapiens GN=SLC2A9 PE=1 SV=2"
gene27597,LOC106909453,sp|Q9H3Z4|DNJC5_HUMAN,78.82,85,18,0,10718,10972,24,108,2.00E-38,144,DnaJ homolog subfamily C member 5 OS=Homo sapiens GN=DNAJC5 PE=1 SV=1
gene27598,LOC106909451,sp|Q16186|ADRM1_HUMAN,52.66,169,26,4,7982,8488,258,372,6.00E-32,131,Proteasomal ubiquitin receptor ADRM1 OS=Homo sapiens GN=ADRM1 PE=1 SV=2
gene27599,LOC106909450,sp|O15230|LAMA5_HUMAN,48.48,132,40,1,876,1271,1918,2021,1.00E-51,126,Laminin subunit alpha-5 OS=Homo sapiens GN=LAMA5 PE=1 SV=8
gene276,LOC106910387,sp|Q9Y597|KCTD3_HUMAN,82.43,74,11,1,4701,4922,204,275,1.00E-58,130,BTB/POZ domain-containing protein KCTD3 OS=Homo sapiens GN=KCTD3 PE=1 SV=2
gene27600,LOC106909454,sp|Q9Y2E4|DIP2C_HUMAN,70.21,141,13,1,32175,32597,863,974,3.00E-48,194,Disco-interacting protein 2 homolog C OS=Homo sapiens GN=DIP2C PE=1 SV=2
gene27602,neurod6,sp|Q96NK8|NDF6_HUMAN,54.2,345,142,6,751,1761,1,337,6.00E-105,324,Neurogenic differentiation factor 6 OS=Homo sapiens GN=NEUROD6 PE=2 SV=1
gene27603,LOC106909455,sp|P46094|XCR1_HUMAN,36.88,282,165,6,393,1214,48,324,2.00E-42,154,Chemokine XC receptor 1 OS=Homo sapiens GN=XCR1 PE=1 SV=1
gene27604,LOC106909458,sp|Q5H8C1|FREM1_HUMAN,48,50,25,1,39192,39341,2131,2179,1.00E-07,60.1,FRAS1-related extracellular matrix protein 1 OS=Homo sapiens GN=FREM1 PE=1 SV=3
gene27606,LOC106909459,sp|Q5JTV8|TOIP1_HUMAN,51.31,191,92,1,1883,2452,384,574,2.00E-43,167,Torsin-1A-interacting protein 1 OS=Homo sapiens GN=TOR1AIP1 PE=1 SV=2
gene2761,parp6,sp|Q2NL67|PARP6_HUMAN,88.24,51,6,0,7861,8013,132,182,9.00E-20,97.8,Poly [ADP-ribose] polymerase 6 OS=Homo sapiens GN=PARP6 PE=2 SV=1
gene27612,lrp4,sp|O75096|LRP4_HUMAN,60.71,168,33,1,23956,24459,872,1006,1.00E-79,211,Low-density lipoprotein receptor-related protein 4 OS=Homo sapiens GN=LRP4 PE=1 SV=4
gene27614,LOC106909469,sp|Q68EM7|RHG17_HUMAN,79.49,39,8,0,29504,29620,376,414,8.00E-30,72.8,Rho GTPase-activating protein 17 OS=Homo sapiens GN=ARHGAP17 PE=1 SV=1
gene27615,neurl2,sp|Q9BR09|NEUL2_HUMAN,61.25,240,73,2,283,996,26,247,2.00E-89,284,Neuralized-like protein 2 OS=Homo sapiens GN=NEURL2 PE=2 SV=1
gene27616,LOC106909472,sp|P42568|AF9_HUMAN,93.18,44,3,0,2315,2446,525,568,3.00E-18,89.7,Protein AF-9 OS=Homo sapiens GN=MLLT3 PE=1 SV=2
gene27617,LOC106909471,sp|P42568|AF9_HUMAN,97.92,48,1,0,897,1040,93,140,2.00E-21,103,Protein AF-9 OS=Homo sapiens GN=MLLT3 PE=1 SV=2
gene27619,LOC106909474,sp|O00370|LORF2_HUMAN,28.12,882,605,18,39706,42297,6,876,7.00E-83,304,LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens PE=1 SV=1
gene2762,LOC106911117,sp|Q9P1A6|DLGP2_HUMAN,59.69,382,118,8,47652,48788,61,409,1.00E-96,342,Disks large-associated protein 2 OS=Homo sapiens GN=DLGAP2 PE=1 SV=4
gene27620,LOC106909475,sp|P32189|GLPK_HUMAN,78.05,41,9,0,6487,6609,412,452,6.00E-44,67.8,Glycerol kinase OS=Homo sapiens GN=GK PE=1 SV=3
gene27621,LOC106909476,sp|Q9BYH8|IKBZ_HUMAN,63.46,52,19,0,4706,4861,480,531,2.00E-13,76.3,NF-kappa-B inhibitor zeta OS=Homo sapiens GN=NFKBIZ PE=1 SV=1
gene27622,jagn1,sp|Q8N5M9|JAGN1_HUMAN,60.12,173,46,2,1053,1571,30,179,5.00E-67,211,Protein jagunal homolog 1 OS=Homo sapiens GN=JAGN1 PE=1 SV=1
gene27623,LOC106909478,sp|P27658|CO8A1_HUMAN,65.66,166,46,2,7808,8284,583,744,7.00E-62,228,Collagen alpha-1(VIII) chain OS=Homo sapiens GN=COL8A1 PE=1 SV=2
gene27624,fryl,sp|O94915|FRYL_HUMAN,84.29,70,11,0,2369,2578,2646,2715,6.00E-45,132,Protein furry homolog-like OS=Homo sapiens GN=FRYL PE=1 SV=2
gene27625,zar1,sp|Q86SH2|ZAR1_HUMAN,61.25,80,7,1,1069,1308,322,377,4.00E-44,105,Zygote arrest protein 1 OS=Homo sapiens GN=ZAR1 PE=2 SV=1
gene27626,slc10a4,sp|Q96EP9|NTCP4_HUMAN,64.07,167,57,2,2703,3200,267,431,2.00E-52,190,Sodium/bile acid cotransporter 4 OS=Homo sapiens GN=SLC10A4 PE=1 SV=2
gene27627,slain2,sp|Q9P270|SLAI2_HUMAN,61.06,208,44,5,8305,8922,239,411,4.00E-39,145,SLAIN motif-containing protein 2 OS=Homo sapiens GN=SLAIN2 PE=1 SV=2
gene27628,anapc4,sp|Q9UJX5|APC4_HUMAN,82.76,58,10,0,2962,3135,235,292,3.00E-21,101,Anaphase-promoting complex subunit 4 OS=Homo sapiens GN=ANAPC4 PE=1 SV=2
gene27629,LOC106909480,sp|Q8WX93|PALLD_HUMAN,34.16,322,156,14,2350,3210,3,303,2.00E-25,114,Palladin OS=Homo sapiens GN=PALLD PE=1 SV=3
gene2763,LOC106911147,sp|Q69YQ0|CYTSA_HUMAN,40.54,111,27,1,7759,8091,999,1070,6.00E-18,91.7,Cytospin-A OS=Homo sapiens GN=SPECC1L PE=1 SV=2
gene27630,LOC106909486,sp|O76083|PDE9A_HUMAN,38.72,235,61,3,7687,8391,266,417,1.00E-45,160,"High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A OS=Homo sapiens GN=PDE9A PE=1 SV=1"
gene27631,LOC106909487,sp|P32189|GLPK_HUMAN,52.78,144,15,2,18738,19169,323,413,8.00E-46,140,Glycerol kinase OS=Homo sapiens GN=GK PE=1 SV=3
gene27632,LOC106909490,sp|Q86UP0|CAD24_HUMAN,86.96,23,3,0,1762,1830,46,68,3.00E-06,53.1,Cadherin-24 OS=Homo sapiens GN=CDH24 PE=1 SV=1
gene27633,LOC106909489,sp|Q14524|SCN5A_HUMAN,83.33,60,10,0,3970,4149,1223,1282,4.00E-50,117,Sodium channel protein type 5 subunit alpha OS=Homo sapiens GN=SCN5A PE=1 SV=2
gene27634,LOC106909491,sp|O14639|ABLM1_HUMAN,54,50,20,1,5998,6147,80,126,8.00E-07,54.3,Actin-binding LIM protein 1 OS=Homo sapiens GN=ABLIM1 PE=1 SV=3
gene27635,LOC106909492,sp|Q9H3U5|MFSD1_HUMAN,33.33,108,41,2,2846,3169,112,188,9.00E-05,47.4,Major facilitator superfamily domain-containing protein 1 OS=Homo sapiens GN=MFSD1 PE=2 SV=2
gene27636,eme2,sp|A4GXA9|EME2_HUMAN,38.86,175,75,4,4029,4547,232,376,6.00E-18,87.8,Probable crossover junction endonuclease EME2 OS=Homo sapiens GN=EME2 PE=1 SV=3
gene27637,LOC106909496,sp|Q6PJ21|SPSB3_HUMAN,59.52,84,34,0,13057,13308,236,319,6.00E-25,109,SPRY domain-containing SOCS box protein 3 OS=Homo sapiens GN=SPSB3 PE=1 SV=2
gene27638,nubp2,sp|Q9Y5Y2|NUBP2_HUMAN,67.61,71,23,0,969,1181,45,115,3.00E-26,109,Cytosolic Fe-S cluster assembly factor NUBP2 OS=Homo sapiens GN=NUBP2 PE=1 SV=1
gene27639,LOC106909495,sp|P27449|VATL_HUMAN,89.23,65,7,0,4527,4721,24,88,5.00E-28,112,V-type proton ATPase 16 kDa proteolipid subunit OS=Homo sapiens GN=ATP6V0C PE=1 SV=1
gene2764,LOC106911163,sp|Q99622|C10_HUMAN,82.26,62,11,0,1462,1647,18,79,6.00E-28,108,Protein C10 OS=Homo sapiens GN=C12orf57 PE=1 SV=1
gene27640,LOC106909498,sp|Q7L513|FCRLA_HUMAN,34.44,90,53,2,7691,7942,80,169,5.00E-05,49.7,Fc receptor-like A OS=Homo sapiens GN=FCRLA PE=1 SV=2
gene27641,LOC106909500,sp|Q16665|HIF1A_HUMAN,77.36,53,12,0,11164,11322,24,76,4.00E-16,85.9,Hypoxia-inducible factor 1-alpha OS=Homo sapiens GN=HIF1A PE=1 SV=1
gene27642,LOC106909499,sp|P24723|KPCL_HUMAN,45.61,114,40,1,6007,6348,278,369,2.00E-35,94.7,Protein kinase C eta type OS=Homo sapiens GN=PRKCH PE=1 SV=4
gene27643,LOC106909503,sp|Q7Z3D6|CN159_HUMAN,70.49,61,18,0,5100,5282,423,483,3.00E-43,93.2,"UPF0317 protein C14orf159, mitochondrial OS=Homo sapiens GN=C14orf159 PE=1 SV=2"
gene27644,LOC106909502,sp|P04114|APOB_HUMAN,32.1,2536,1592,26,18889,26292,1455,3928,1.00E-99,1267,Apolipoprotein B-100 OS=Homo sapiens GN=APOB PE=1 SV=2
gene27645,ldah,sp|Q9H6V9|LDAH_HUMAN,35.77,137,55,2,1257,1661,52,157,8.00E-29,92,Lipid droplet-associated hydrolase OS=Homo sapiens GN=LDAH PE=1 SV=1
gene2765,saysd1,sp|Q9NPB0|SMDC1_HUMAN,64.29,56,20,0,1367,1534,128,183,3.00E-16,77,SAYSvFN domain-containing protein 1 OS=Homo sapiens GN=SAYSD1 PE=2 SV=1
gene27650,helz2,sp|Q9BYK8|HELZ2_HUMAN,30.92,1132,671,20,11571,14843,1067,2128,1.00E-136,484,Helicase with zinc finger domain 2 OS=Homo sapiens GN=HELZ2 PE=1 SV=6
gene27651,LOC106909509,sp|Q14691|PSF1_HUMAN,38.31,201,50,3,1330,1932,48,174,1.00E-32,124,DNA replication complex GINS protein PSF1 OS=Homo sapiens GN=GINS1 PE=1 SV=1
gene27652,galk1,sp|P51570|GALK1_HUMAN,44.16,154,45,1,20130,20591,152,264,5.00E-32,132,Galactokinase OS=Homo sapiens GN=GALK1 PE=1 SV=1
gene27653,bbs1,sp|Q8NFJ9|BBS1_HUMAN,63.44,279,102,0,21956,22792,313,591,3.00E-104,349,Bardet-Biedl syndrome 1 protein OS=Homo sapiens GN=BBS1 PE=1 SV=1
gene27654,LOC106909512,sp|Q9P2F8|SI1L2_HUMAN,84.62,195,30,0,3698,4282,748,942,3.00E-89,328,Signal-induced proliferation-associated 1-like protein 2 OS=Homo sapiens GN=SIPA1L2 PE=1 SV=2
gene27655,LOC106909513,sp|Q9HCL0|PCD18_HUMAN,66.01,818,272,5,488,2926,13,829,1.00E-99,1060,Protocadherin-18 OS=Homo sapiens GN=PCDH18 PE=2 SV=3
gene2766,bpnt1,sp|O95861|BPNT1_HUMAN,56.15,187,21,2,2351,2911,132,257,2.00E-56,168,"3'(2'),5'-bisphosphate nucleotidase 1 OS=Homo sapiens GN=BPNT1 PE=1 SV=1"
gene27660,LOC106909520,sp|Q92623|TTC9A_HUMAN,81.25,64,12,0,2233,2424,133,196,7.00E-27,110,Tetratricopeptide repeat protein 9A OS=Homo sapiens GN=TTC9 PE=2 SV=3
gene27661,LOC106909521,sp|O75586|MED6_HUMAN,90.57,53,5,0,974,1132,8,60,4.00E-28,114,Mediator of RNA polymerase II transcription subunit 6 OS=Homo sapiens GN=MED6 PE=1 SV=2
gene27662,pcnx,sp|Q96RV3|PCX1_HUMAN,86.46,96,13,0,34352,34639,1938,2033,2.00E-91,181,Pecanex-like protein 1 OS=Homo sapiens GN=PCNX PE=1 SV=2
gene27666,LOC106909522,sp|Q3ZCX4|ZN568_HUMAN,51.98,329,155,1,18013,18990,239,567,4.00E-111,371,Zinc finger protein 568 OS=Homo sapiens GN=ZNF568 PE=2 SV=2
gene27668,LOC106909524,sp|Q15072|OZF_HUMAN,47.14,227,120,0,8321,9001,12,238,4.00E-65,224,Zinc finger protein OZF OS=Homo sapiens GN=ZNF146 PE=1 SV=2
gene27669,LOC106909523,sp|P51786|ZN157_HUMAN,48.74,238,122,0,18,731,179,416,1.00E-80,250,Zinc finger protein 157 OS=Homo sapiens GN=ZNF157 PE=2 SV=2
gene2767,LOC106911127,sp|Q6P1J6|PLB1_HUMAN,41.05,95,24,1,22125,22409,1329,1391,1.00E-16,77,"Phospholipase B1, membrane-associated OS=Homo sapiens GN=PLB1 PE=1 SV=3"
gene27670,LOC106909529,sp|Q4G148|GXLT1_HUMAN,64.9,151,20,1,3135,3587,171,288,2.00E-55,201,Glucoside xylosyltransferase 1 OS=Homo sapiens GN=GXYLT1 PE=1 SV=2
gene27671,LOC106909531,sp|Q8IY57|YAF2_HUMAN,80.25,81,15,1,3782,4024,101,180,2.00E-21,93.2,YY1-associated factor 2 OS=Homo sapiens GN=YAF2 PE=1 SV=3
gene27672,LOC106909530,sp|Q8NEY8|PPHLN_HUMAN,61.54,39,15,0,17938,18054,303,341,9.00E-05,48.9,Periphilin-1 OS=Homo sapiens GN=PPHLN1 PE=1 SV=2
gene27673,LOC106909528,sp|Q96MT3|PRIC1_HUMAN,65.31,294,85,7,5779,6624,259,547,1.00E-99,308,Prickle-like protein 1 OS=Homo sapiens GN=PRICKLE1 PE=1 SV=2
gene27675,LOC106909533,sp|Q95460|HMR1_HUMAN,37.63,93,57,1,1650,1928,110,201,1.00E-13,73.9,Major histocompatibility complex class I-related gene protein OS=Homo sapiens GN=MR1 PE=1 SV=1
gene27677,vstm2b,sp|A6NLU5|VTM2B_HUMAN,54.05,74,31,1,2688,2900,95,168,4.00E-12,71.2,V-set and transmembrane domain-containing protein 2B OS=Homo sapiens GN=VSTM2B PE=3 SV=2
gene27680,LOC106909541,sp|Q9NRA0|SPHK2_HUMAN,67.92,106,34,0,3881,4198,531,636,2.00E-39,157,Sphingosine kinase 2 OS=Homo sapiens GN=SPHK2 PE=1 SV=2
gene27681,LOC106909539,sp|Q15438|CYH1_HUMAN,72.41,116,5,1,10411,10758,183,271,5.00E-44,167,Cytohesin-1 OS=Homo sapiens GN=CYTH1 PE=1 SV=1
gene27682,LOC106909538,sp|P47972|NPTX2_HUMAN,41.15,209,46,6,7881,8492,220,356,1.00E-38,151,Neuronal pentraxin-2 OS=Homo sapiens GN=NPTX2 PE=1 SV=2
gene27683,LOC106909540,sp|Q9UQB8|BAIP2_HUMAN,87.5,32,4,0,11529,11624,43,74,9.00E-16,59.3,Brain-specific angiogenesis inhibitor 1-associated protein 2 OS=Homo sapiens GN=BAIAP2 PE=1 SV=1
gene27688,LOC106909546,sp|Q8IV61|GRP3_HUMAN,57.55,106,9,1,55,372,396,465,7.00E-27,118,Ras guanyl-releasing protein 3 OS=Homo sapiens GN=RASGRP3 PE=1 SV=1
gene27689,LOC106909548,sp|P12830|CADH1_HUMAN,48.53,68,35,0,10621,10824,175,242,5.00E-11,70.5,Cadherin-1 OS=Homo sapiens GN=CDH1 PE=1 SV=3
gene2769,LOC106911204,sp|P62699|YPEL5_HUMAN,90.67,75,6,1,2262,2483,47,121,6.00E-40,143,Protein yippee-like 5 OS=Homo sapiens GN=YPEL5 PE=1 SV=1
gene27690,LOC106909547,sp|P12830|CADH1_HUMAN,62.5,56,20,1,9,173,281,336,1.00E-09,63.9,Cadherin-1 OS=Homo sapiens GN=CDH1 PE=1 SV=3
gene27691,LOC106909550,sp|Q6UX07|DHR13_HUMAN,67.5,40,13,0,284,403,43,82,8.00E-12,61.6,Dehydrogenase/reductase SDR family member 13 OS=Homo sapiens GN=DHRS13 PE=2 SV=1
gene27692,LOC106909549,sp|Q8TC12|RDH11_HUMAN,46.58,146,54,4,3442,3831,135,272,2.00E-17,85.1,Retinol dehydrogenase 11 OS=Homo sapiens GN=RDH11 PE=1 SV=2
gene27694,LOC106909552,sp|O60477|BRNP1_HUMAN,87.32,71,9,0,40782,40994,71,141,7.00E-31,135,BMP/retinoic acid-inducible neural-specific protein 1 OS=Homo sapiens GN=BRINP1 PE=1 SV=2
gene277,LOC106910528,sp|Q9UHY1|NRBP_HUMAN,51.22,123,14,1,2251,2619,70,146,1.00E-36,114,Nuclear receptor-binding protein OS=Homo sapiens GN=NRBP1 PE=1 SV=1
gene2770,slc35a1,sp|P78382|S35A1_HUMAN,54.1,183,29,3,4108,4656,170,297,4.00E-65,171,CMP-sialic acid transporter OS=Homo sapiens GN=SLC35A1 PE=2 SV=1
gene27703,LOC106909561,sp|Q13224|NMDE2_HUMAN,68.93,103,30,1,393,695,35,137,1.00E-34,143,"Glutamate receptor ionotropic, NMDA 2B OS=Homo sapiens GN=GRIN2B PE=1 SV=3"
